"Notes","Leading Cancer Sites","Leading Cancer Sites Code","State","State Code","Year","Year Code","Sex","Sex Code","Ethnicity","Ethnicity Code",Deaths,Population,Age-Adjusted Rate,Age-Adjusted Rate Lower 95% Confidence Interval,Age-Adjusted Rate Upper 95% Confidence Interval,Age-Adjusted Rate Standard Error,Crude Rate,Crude Rate Lower 95% Confidence Interval,Crude Rate Upper 95% Confidence Interval,Crude Rate Standard Error
,"Colon and Rectum","21041-21052","Utah","49","2018","2018","Female","F","Unknown or Missing","UNK",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Colon and Rectum","21041-21052","Utah","49","2018","2018","Male","M","Non-Hispanic","2186-5",94,218433,48.9,39.3,60.1,5.2,43.0,34.8,52.7,4.4
,"Colon and Rectum","21041-21052","Utah","49","2018","2018","Male","M","Unknown or Missing","UNK",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Colon and Rectum","21041-21052","Utah","49","2019","2019","Female","F","Non-Hispanic","2186-5",111,252148,47.8,39.2,57.6,4.6,44.0,36.2,53.0,4.2
,"Colon and Rectum","21041-21052","Utah","49","2019","2019","Female","F","Unknown or Missing","UNK",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Colon and Rectum","21041-21052","Utah","49","2019","2019","Male","M","Non-Hispanic","2186-5",120,226232,58.5,48.3,70.3,5.5,53.0,44.0,63.4,4.8
,"Colon and Rectum","21041-21052","Utah","49","2019","2019","Male","M","Unknown or Missing","UNK",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Colon and Rectum","21041-21052","Utah","49","2020","2020","Female","F","Non-Hispanic","2186-5",98,253541,41.9,33.9,51.1,4.3,38.7,31.4,47.1,3.9
,"Colon and Rectum","21041-21052","Utah","49","2020","2020","Female","F","Unknown or Missing","UNK",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Colon and Rectum","21041-21052","Utah","49","2020","2020","Male","M","Non-Hispanic","2186-5",108,232602,53.9,43.9,65.5,5.4,46.4,38.1,56.1,4.5
,"Colon and Rectum","21041-21052","Utah","49","2020","2020","Male","M","Unknown or Missing","UNK",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Colon and Rectum","21041-21052","Utah","49","2021","2021","Female","F","Non-Hispanic","2186-5",102,261389,43.3,35.2,52.7,4.3,39.0,31.8,47.4,3.9
,"Colon and Rectum","21041-21052","Utah","49","2021","2021","Female","F","Unknown or Missing","UNK",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Colon and Rectum","21041-21052","Utah","49","2021","2021","Male","M","Non-Hispanic","2186-5",96,240217,46.2,37.1,56.7,4.9,40.0,32.4,48.8,4.1
,"Colon and Rectum","21041-21052","Utah","49","2021","2021","Male","M","Unknown or Missing","UNK",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Colon and Rectum","21041-21052","Utah","49","2022","2022","Female","F","Non-Hispanic","2186-5",95,268036,40.3,32.5,49.3,4.2,35.4,28.7,43.3,3.6
,"Colon and Rectum","21041-21052","Utah","49","2022","2022","Female","F","Unknown or Missing","UNK",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Colon and Rectum","21041-21052","Utah","49","2022","2022","Male","M","Non-Hispanic","2186-5",119,246616,57.7,47.4,69.3,5.5,48.3,40.0,57.7,4.4
,"Colon and Rectum","21041-21052","Utah","49","2022","2022","Male","M","Unknown or Missing","UNK",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Colon and Rectum","21041-21052","Utah","49","2023","2023","Female","F","Non-Hispanic","2186-5",112,274424,45.3,37.2,54.6,4.3,40.8,33.6,49.1,3.9
,"Colon and Rectum","21041-21052","Utah","49","2023","2023","Female","F","Unknown or Missing","UNK",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Colon and Rectum","21041-21052","Utah","49","2023","2023","Male","M","Non-Hispanic","2186-5",131,252790,59.6,49.5,71.1,5.4,51.8,43.3,61.5,4.5
,"Colon and Rectum","21041-21052","Utah","49","2023","2023","Male","M","Unknown or Missing","UNK",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Colon and Rectum","21041-21052","Vermont","50","2018","2018","Female","F","Non-Hispanic","2186-5",54,89158,61.2,45.8,80.2,8.5,60.6,45.5,79.0,8.2
,"Colon and Rectum","21041-21052","Vermont","50","2018","2018","Female","F","Unknown or Missing","UNK",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Colon and Rectum","21041-21052","Vermont","50","2018","2018","Male","M","Hispanic","2135-2",0,621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,"Colon and Rectum","21041-21052","Vermont","50","2018","2018","Male","M","Non-Hispanic","2186-5",41,78204,65.7,46.8,89.5,10.5,52.4,37.6,71.1,8.2
,"Colon and Rectum","21041-21052","Vermont","50","2018","2018","Male","M","Unknown or Missing","UNK",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Colon and Rectum","21041-21052","Vermont","50","2019","2019","Female","F","Hispanic","2135-2",0,734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,"Colon and Rectum","21041-21052","Vermont","50","2019","2019","Female","F","Non-Hispanic","2186-5",42,90999,49.7,35.7,67.4,7.8,46.2,33.3,62.4,7.1
,"Colon and Rectum","21041-21052","Vermont","50","2019","2019","Female","F","Unknown or Missing","UNK",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Colon and Rectum","21041-21052","Vermont","50","2019","2019","Male","M","Hispanic","2135-2",0,652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,"Colon and Rectum","21041-21052","Vermont","50","2019","2019","Male","M","Non-Hispanic","2186-5",47,80104,64.6,47.0,86.8,9.7,58.7,43.1,78.0,8.6
,"Colon and Rectum","21041-21052","Vermont","50","2019","2019","Male","M","Unknown or Missing","UNK",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Colon and Rectum","21041-21052","Vermont","50","2020","2020","Female","F","Hispanic","2135-2",0,909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,"Colon and Rectum","21041-21052","Vermont","50","2020","2020","Female","F","Non-Hispanic","2186-5",50,93359,57.2,42.3,75.7,8.2,53.6,39.8,70.6,7.6
,"Colon and Rectum","21041-21052","Vermont","50","2020","2020","Female","F","Unknown or Missing","UNK",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Colon and Rectum","21041-21052","Vermont","50","2020","2020","Male","M","Hispanic","2135-2",0,824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,"Colon and Rectum","21041-21052","Vermont","50","2020","2020","Male","M","Non-Hispanic","2186-5",57,84214,81.7,61.1,106.9,11.3,67.7,51.3,87.7,9.0
,"Colon and Rectum","21041-21052","Vermont","50","2020","2020","Male","M","Unknown or Missing","UNK",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Colon and Rectum","21041-21052","Vermont","50","2021","2021","Female","F","Hispanic","2135-2",0,974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,"Colon and Rectum","21041-21052","Vermont","50","2021","2021","Female","F","Non-Hispanic","2186-5",31,95985,35.4,24.0,50.4,6.4,32.3,21.9,45.8,5.8
,"Colon and Rectum","21041-21052","Vermont","50","2021","2021","Female","F","Unknown or Missing","UNK",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Colon and Rectum","21041-21052","Vermont","50","2021","2021","Male","M","Non-Hispanic","2186-5",48,86503,64.1,46.6,85.8,9.6,55.5,40.9,73.6,8.0
,"Colon and Rectum","21041-21052","Vermont","50","2021","2021","Male","M","Unknown or Missing","UNK",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Colon and Rectum","21041-21052","Vermont","50","2022","2022","Female","F","Hispanic","2135-2",0,1042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,"Colon and Rectum","21041-21052","Vermont","50","2022","2022","Female","F","Non-Hispanic","2186-5",42,98090,45.7,32.9,61.8,7.1,42.8,30.9,57.9,6.6
,"Colon and Rectum","21041-21052","Vermont","50","2022","2022","Female","F","Unknown or Missing","UNK",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Colon and Rectum","21041-21052","Vermont","50","2022","2022","Male","M","Non-Hispanic","2186-5",58,88121,76.3,57.4,99.4,10.4,65.8,50.0,85.1,8.6
,"Colon and Rectum","21041-21052","Vermont","50","2022","2022","Male","M","Unknown or Missing","UNK",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Colon and Rectum","21041-21052","Vermont","50","2023","2023","Female","F","Hispanic","2135-2",0,1109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,"Colon and Rectum","21041-21052","Vermont","50","2023","2023","Female","F","Non-Hispanic","2186-5",44,99934,47.2,34.2,63.4,7.2,44.0,32.0,59.1,6.6
,"Colon and Rectum","21041-21052","Vermont","50","2023","2023","Female","F","Unknown or Missing","UNK",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Colon and Rectum","21041-21052","Vermont","50","2023","2023","Male","M","Non-Hispanic","2186-5",49,89747,66.9,48.9,89.2,9.9,54.6,40.4,72.2,7.8
,"Colon and Rectum","21041-21052","Vermont","50","2023","2023","Male","M","Unknown or Missing","UNK",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Colon and Rectum","21041-21052","Virginia","51","2018","2018","Female","F","Non-Hispanic","2186-5",478,971371,50.9,46.4,55.7,2.4,49.2,44.9,53.8,2.3
,"Colon and Rectum","21041-21052","Virginia","51","2018","2018","Female","F","Unknown or Missing","UNK",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Colon and Rectum","21041-21052","Virginia","51","2018","2018","Male","M","Non-Hispanic","2186-5",521,804575,73.4,67.1,80.1,3.3,64.8,59.3,70.6,2.8
,"Colon and Rectum","21041-21052","Virginia","51","2019","2019","Female","F","Non-Hispanic","2186-5",505,996236,52.0,47.5,56.8,2.3,50.7,46.4,55.3,2.3
,"Colon and Rectum","21041-21052","Virginia","51","2019","2019","Female","F","Unknown or Missing","UNK",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Colon and Rectum","21041-21052","Virginia","51","2019","2019","Male","M","Non-Hispanic","2186-5",515,825543,70.3,64.3,76.8,3.2,62.4,57.1,68.0,2.7
,"Colon and Rectum","21041-21052","Virginia","51","2020","2020","Female","F","Non-Hispanic","2186-5",479,993805,50.8,46.3,55.6,2.3,48.2,44.0,52.7,2.2
,"Colon and Rectum","21041-21052","Virginia","51","2020","2020","Male","M","Non-Hispanic","2186-5",550,840765,76.7,70.2,83.7,3.4,65.4,60.1,71.1,2.8
,"Colon and Rectum","21041-21052","Virginia","51","2020","2020","Male","M","Unknown or Missing","UNK",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Colon and Rectum","21041-21052","Virginia","51","2021","2021","Female","F","Non-Hispanic","2186-5",491,1015062,51.6,47.1,56.4,2.3,48.4,44.2,52.8,2.2
,"Colon and Rectum","21041-21052","Virginia","51","2021","2021","Male","M","Non-Hispanic","2186-5",507,859133,68.0,62.0,74.4,3.1,59.0,54.0,64.4,2.6
,"Colon and Rectum","21041-21052","Virginia","51","2022","2022","Female","F","Non-Hispanic","2186-5",517,1036057,52.9,48.4,57.7,2.3,49.9,45.7,54.4,2.2
,"Colon and Rectum","21041-21052","Virginia","51","2022","2022","Male","M","Non-Hispanic","2186-5",555,876713,72.2,66.2,78.7,3.2,63.3,58.1,68.8,2.7
,"Colon and Rectum","21041-21052","Virginia","51","2023","2023","Female","F","Non-Hispanic","2186-5",506,1059019,49.8,45.5,54.4,2.2,47.8,43.7,52.1,2.1
,"Colon and Rectum","21041-21052","Virginia","51","2023","2023","Female","F","Unknown or Missing","UNK",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Colon and Rectum","21041-21052","Virginia","51","2023","2023","Male","M","Hispanic","2135-2",17,44547,46.5,24.7,79.5,13.0,38.2,22.2,61.1,9.3
,"Colon and Rectum","21041-21052","Virginia","51","2023","2023","Male","M","Non-Hispanic","2186-5",578,897114,72.7,66.7,79.1,3.1,64.4,59.3,69.9,2.7
,"Colon and Rectum","21041-21052","Virginia","51","2023","2023","Male","M","Unknown or Missing","UNK",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Colon and Rectum","21041-21052","Washington","53","2018","2018","Female","F","Non-Hispanic","2186-5",366,839494,45.3,40.7,50.2,2.4,43.6,39.2,48.3,2.3
,"Colon and Rectum","21041-21052","Washington","53","2018","2018","Female","F","Unknown or Missing","UNK",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Colon and Rectum","21041-21052","Washington","53","2018","2018","Male","M","Non-Hispanic","2186-5",406,725787,63.5,57.3,70.1,3.2,55.9,50.6,61.7,2.8
,"Colon and Rectum","21041-21052","Washington","53","2018","2018","Male","M","Unknown or Missing","UNK",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Colon and Rectum","21041-21052","Washington","53","2019","2019","Female","F","Non-Hispanic","2186-5",385,861912,47.2,42.5,52.2,2.4,44.7,40.3,49.4,2.3
,"Colon and Rectum","21041-21052","Washington","53","2019","2019","Female","F","Unknown or Missing","UNK",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Colon and Rectum","21041-21052","Washington","53","2019","2019","Male","M","Non-Hispanic","2186-5",460,745364,69.9,63.5,76.8,3.4,61.7,56.2,67.6,2.9
,"Colon and Rectum","21041-21052","Washington","53","2019","2019","Male","M","Unknown or Missing","UNK",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Colon and Rectum","21041-21052","Washington","53","2020","2020","Female","F","Non-Hispanic","2186-5",340,859886,42.3,37.9,47.1,2.3,39.5,35.4,44.0,2.1
,"Colon and Rectum","21041-21052","Washington","53","2020","2020","Female","F","Unknown or Missing","UNK",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Colon and Rectum","21041-21052","Washington","53","2020","2020","Male","M","Non-Hispanic","2186-5",402,759726,62.2,56.0,68.8,3.2,52.9,47.9,58.3,2.6
,"Colon and Rectum","21041-21052","Washington","53","2020","2020","Male","M","Unknown or Missing","UNK",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Colon and Rectum","21041-21052","Washington","53","2021","2021","Female","F","Hispanic","2135-2",20,41975,52.7,31.2,83.3,12.4,47.6,29.1,73.6,10.7
,"Colon and Rectum","21041-21052","Washington","53","2021","2021","Female","F","Non-Hispanic","2186-5",397,880400,48.0,43.4,53.1,2.4,45.1,40.8,49.8,2.3
,"Colon and Rectum","21041-21052","Washington","53","2021","2021","Female","F","Unknown or Missing","UNK",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Colon and Rectum","21041-21052","Washington","53","2021","2021","Male","M","Non-Hispanic","2186-5",423,777659,62.8,56.7,69.3,3.2,54.4,49.3,59.8,2.6
,"Colon and Rectum","21041-21052","Washington","53","2021","2021","Male","M","Unknown or Missing","UNK",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Colon and Rectum","21041-21052","Washington","53","2022","2022","Female","F","Non-Hispanic","2186-5",422,896868,51.1,46.3,56.3,2.5,47.1,42.7,51.8,2.3
,"Colon and Rectum","21041-21052","Washington","53","2022","2022","Female","F","Unknown or Missing","UNK",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Colon and Rectum","21041-21052","Washington","53","2022","2022","Male","M","Hispanic","2135-2",21,42818,53.7,31.9,85.4,12.6,49.0,30.4,75.0,10.7
,"Colon and Rectum","21041-21052","Washington","53","2022","2022","Male","M","Non-Hispanic","2186-5",445,790661,65.0,58.9,71.6,3.2,56.3,51.2,61.8,2.7
,"Colon and Rectum","21041-21052","Washington","53","2023","2023","Female","F","Non-Hispanic","2186-5",369,912608,43.5,39.1,48.2,2.3,40.4,36.4,44.8,2.1
,"Colon and Rectum","21041-21052","Washington","53","2023","2023","Female","F","Unknown or Missing","UNK",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Colon and Rectum","21041-21052","Washington","53","2023","2023","Male","M","Hispanic","2135-2",18,45616,44.8,24.6,75.0,11.9,39.5,23.4,62.4,9.3
,"Colon and Rectum","21041-21052","Washington","53","2023","2023","Male","M","Non-Hispanic","2186-5",424,804413,59.7,54.0,65.9,3.0,52.7,47.8,58.0,2.6
,"Colon and Rectum","21041-21052","Washington","53","2023","2023","Male","M","Unknown or Missing","UNK",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Colon and Rectum","21041-21052","West Virginia","54","2018","2018","Female","F","Hispanic","2135-2",0,1720,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,"Colon and Rectum","21041-21052","West Virginia","54","2018","2018","Female","F","Non-Hispanic","2186-5",173,261845,68.1,58.3,79.1,5.2,66.1,56.6,76.7,5.0
,"Colon and Rectum","21041-21052","West Virginia","54","2018","2018","Female","F","Unknown or Missing","UNK",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Colon and Rectum","21041-21052","West Virginia","54","2018","2018","Male","M","Non-Hispanic","2186-5",185,225579,90.6,77.7,105.1,6.8,82.0,70.6,94.7,6.0
,"Colon and Rectum","21041-21052","West Virginia","54","2018","2018","Male","M","Unknown or Missing","UNK",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
