"Notes","Leading Cancer Sites","Leading Cancer Sites Code","States","States Code","Year","Year Code","Sex","Sex Code","Ethnicity","Ethnicity Code",Count,Population,Age-Adjusted Rate,Age-Adjusted Rate Lower 95% Confidence Interval,Age-Adjusted Rate Upper 95% Confidence Interval,Age-Adjusted Rate Standard Error,Crude Rate,Crude Rate Lower 95% Confidence Interval,Crude Rate Upper 95% Confidence Interval,Crude Rate Standard Error
,"Colon and Rectum","21041-21052","Ohio","39","2021","2021","Male","M","Hispanic","2135-2",28,23615,126.7,81.4,188.5,25.7,118.6,78.8,171.4,22.4
,"Colon and Rectum","21041-21052","Ohio","39","2021","2021","Male","M","Non-Hispanic","2186-5",2046,1308354,172.8,165.1,180.8,4.0,156.4,149.7,163.3,3.5
,"Colon and Rectum","21041-21052","Ohio","39","2022","2022","Female","F","Non-Hispanic","2186-5",1799,1566491,118.8,113.3,124.5,2.8,114.8,109.6,120.3,2.7
,"Colon and Rectum","21041-21052","Ohio","39","2022","2022","Male","M","Hispanic","2135-2",20,25003,77.0,45.3,123.7,18.4,80.0,48.9,123.5,17.9
,"Colon and Rectum","21041-21052","Ohio","39","2022","2022","Male","M","Non-Hispanic","2186-5",1890,1324583,153.8,146.7,161.2,3.7,142.7,136.3,149.3,3.3
,"Colon and Rectum","21041-21052","Oklahoma","40","1999","1999","Female","F","Non-Hispanic","2186-5",753,338440,214.7,199.5,230.7,7.9,222.5,206.9,239.0,8.1
,"Colon and Rectum","21041-21052","Oklahoma","40","1999","1999","Male","M","Non-Hispanic","2186-5",786,251090,328.8,305.8,353.0,11.9,313.0,291.5,335.7,11.2
,"Colon and Rectum","21041-21052","Oklahoma","40","2000","2000","Female","F","Non-Hispanic","2186-5",759,339079,214.8,199.7,230.7,7.8,223.8,208.2,240.3,8.1
,"Colon and Rectum","21041-21052","Oklahoma","40","2000","2000","Male","M","Non-Hispanic","2186-5",736,253368,305.8,283.8,329.1,11.5,290.5,269.9,312.3,10.7
,"Colon and Rectum","21041-21052","Oklahoma","40","2001","2001","Female","F","Non-Hispanic","2186-5",756,339406,215.1,199.9,231.1,7.9,222.7,207.1,239.2,8.1
,"Colon and Rectum","21041-21052","Oklahoma","40","2001","2001","Male","M","Non-Hispanic","2186-5",779,255900,326.1,303.2,350.3,11.9,304.4,283.4,326.6,10.9
,"Colon and Rectum","21041-21052","Oklahoma","40","2002","2002","Female","F","Non-Hispanic","2186-5",696,340851,199.4,184.8,214.8,7.6,204.2,189.3,219.9,7.7
,"Colon and Rectum","21041-21052","Oklahoma","40","2002","2002","Male","M","Non-Hispanic","2186-5",760,259280,313.7,291.4,337.2,11.6,293.1,272.6,314.7,10.6
,"Colon and Rectum","21041-21052","Oklahoma","40","2003","2003","Female","F","Non-Hispanic","2186-5",698,343630,199.9,185.3,215.4,7.6,203.1,188.3,218.8,7.7
,"Colon and Rectum","21041-21052","Oklahoma","40","2003","2003","Male","M","Non-Hispanic","2186-5",706,264329,286.5,265.4,308.8,11.0,267.1,247.8,287.5,10.1
,"Colon and Rectum","21041-21052","Oklahoma","40","2004","2004","Female","F","Non-Hispanic","2186-5",691,346849,195.9,181.5,211.2,7.5,199.2,184.6,214.6,7.6
,"Colon and Rectum","21041-21052","Oklahoma","40","2004","2004","Male","M","Non-Hispanic","2186-5",677,269550,269.8,249.4,291.3,10.6,251.2,232.6,270.8,9.7
,"Colon and Rectum","21041-21052","Oklahoma","40","2005","2005","Female","F","Non-Hispanic","2186-5",711,349663,200.4,185.9,215.8,7.5,203.3,188.7,218.9,7.6
,"Colon and Rectum","21041-21052","Oklahoma","40","2005","2005","Male","M","Non-Hispanic","2186-5",666,274081,257.5,238.0,278.2,10.2,243.0,224.9,262.2,9.4
,"Colon and Rectum","21041-21052","Oklahoma","40","2006","2006","Female","F","Non-Hispanic","2186-5",651,354828,182.0,168.2,196.6,7.2,183.5,169.6,198.1,7.2
,"Colon and Rectum","21041-21052","Oklahoma","40","2006","2006","Male","M","Non-Hispanic","2186-5",689,280049,264.0,244.4,284.8,10.2,246.0,228.0,265.1,9.4
,"Colon and Rectum","21041-21052","Oklahoma","40","2007","2007","Female","F","Non-Hispanic","2186-5",672,363564,185.2,171.4,199.9,7.2,184.8,171.1,199.4,7.1
,"Colon and Rectum","21041-21052","Oklahoma","40","2007","2007","Male","M","Hispanic","2135-2",16,6000,329.2,178.1,556.9,89.3,266.7,152.4,433.0,66.7
,"Colon and Rectum","21041-21052","Oklahoma","40","2007","2007","Male","M","Non-Hispanic","2186-5",686,289683,252.9,234.0,272.9,9.8,236.8,219.4,255.2,9.0
,"Colon and Rectum","21041-21052","Oklahoma","40","2008","2008","Female","F","Non-Hispanic","2186-5",628,370773,170.1,157.0,184.0,6.8,169.4,156.4,183.2,6.8
,"Colon and Rectum","21041-21052","Oklahoma","40","2008","2008","Male","M","Non-Hispanic","2186-5",635,297592,228.9,211.1,247.8,9.3,213.4,197.1,230.6,8.5
,"Colon and Rectum","21041-21052","Oklahoma","40","2009","2009","Female","F","Non-Hispanic","2186-5",650,377897,173.7,160.5,187.7,6.9,172.0,159.0,185.8,6.7
,"Colon and Rectum","21041-21052","Oklahoma","40","2009","2009","Male","M","Non-Hispanic","2186-5",678,305808,236.0,218.2,254.8,9.2,221.7,205.3,239.0,8.5
,"Colon and Rectum","21041-21052","Oklahoma","40","2010","2010","Female","F","Non-Hispanic","2186-5",590,385316,155.1,142.8,168.3,6.4,153.1,141.0,166.0,6.3
,"Colon and Rectum","21041-21052","Oklahoma","40","2010","2010","Male","M","Hispanic","2135-2",16,7572,217.9,116.9,374.8,59.8,211.3,120.8,343.1,52.8
,"Colon and Rectum","21041-21052","Oklahoma","40","2010","2010","Male","M","Non-Hispanic","2186-5",603,313902,208.5,191.9,226.2,8.7,192.1,177.1,208.1,7.8
,"Colon and Rectum","21041-21052","Oklahoma","40","2011","2011","Female","F","Non-Hispanic","2186-5",592,390337,153.2,141.0,166.2,6.3,151.7,139.7,164.4,6.2
,"Colon and Rectum","21041-21052","Oklahoma","40","2011","2011","Male","M","Non-Hispanic","2186-5",615,320422,208.2,191.7,225.7,8.6,191.9,177.1,207.7,7.7
,"Colon and Rectum","21041-21052","Oklahoma","40","2012","2012","Female","F","Hispanic","2135-2",16,9104,202.3,111.8,336.1,53.2,175.7,100.5,285.4,43.9
,"Colon and Rectum","21041-21052","Oklahoma","40","2012","2012","Female","F","Non-Hispanic","2186-5",626,396217,162.1,149.5,175.4,6.5,158.0,145.9,170.9,6.3
,"Colon and Rectum","21041-21052","Oklahoma","40","2012","2012","Male","M","Non-Hispanic","2186-5",636,327265,208.9,192.6,226.2,8.5,194.3,179.5,210.0,7.7
,"Colon and Rectum","21041-21052","Oklahoma","40","2013","2013","Female","F","Non-Hispanic","2186-5",606,402338,153.1,141.1,165.9,6.3,150.6,138.9,163.1,6.1
,"Colon and Rectum","21041-21052","Oklahoma","40","2013","2013","Male","M","Non-Hispanic","2186-5",691,334238,219.9,203.5,237.4,8.6,206.7,191.6,222.7,7.9
,"Colon and Rectum","21041-21052","Oklahoma","40","2014","2014","Female","F","Hispanic","2135-2",18,10414,215.0,124.1,345.1,52.9,172.8,102.4,273.2,40.7
,"Colon and Rectum","21041-21052","Oklahoma","40","2014","2014","Female","F","Non-Hispanic","2186-5",562,409160,140.9,129.4,153.2,6.0,137.4,126.2,149.2,5.8
,"Colon and Rectum","21041-21052","Oklahoma","40","2014","2014","Male","M","Non-Hispanic","2186-5",628,341643,195.7,180.3,212.1,8.0,183.8,169.7,198.8,7.3
,"Colon and Rectum","21041-21052","Oklahoma","40","2015","2015","Female","F","Non-Hispanic","2186-5",614,416336,151.0,139.2,163.5,6.1,147.5,136.0,159.6,6.0
,"Colon and Rectum","21041-21052","Oklahoma","40","2015","2015","Male","M","Non-Hispanic","2186-5",622,349255,189.7,174.7,205.7,7.8,178.1,164.4,192.7,7.1
,"Colon and Rectum","21041-21052","Oklahoma","40","2016","2016","Female","F","Non-Hispanic","2186-5",584,423437,142.2,130.8,154.3,5.9,137.9,127.0,149.6,5.7
,"Colon and Rectum","21041-21052","Oklahoma","40","2016","2016","Male","M","Hispanic","2135-2",28,12127,257.4,164.1,386.1,53.1,230.9,153.4,333.7,43.6
,"Colon and Rectum","21041-21052","Oklahoma","40","2016","2016","Male","M","Non-Hispanic","2186-5",698,356432,207.4,191.9,223.9,8.1,195.8,181.6,210.9,7.4
,"Colon and Rectum","21041-21052","Oklahoma","40","2017","2017","Female","F","Non-Hispanic","2186-5",586,430529,140.7,129.4,152.7,5.9,136.1,125.3,147.6,5.6
,"Colon and Rectum","21041-21052","Oklahoma","40","2017","2017","Male","M","Non-Hispanic","2186-5",656,363311,192.6,177.8,208.4,7.7,180.6,167.0,194.9,7.0
,"Colon and Rectum","21041-21052","Oklahoma","40","2018","2018","Female","F","Non-Hispanic","2186-5",589,437464,138.0,127.0,149.7,5.7,134.6,124.0,146.0,5.5
,"Colon and Rectum","21041-21052","Oklahoma","40","2018","2018","Male","M","Hispanic","2135-2",22,14100,168.4,98.1,270.3,40.9,156.0,97.8,236.2,33.3
,"Colon and Rectum","21041-21052","Oklahoma","40","2018","2018","Male","M","Non-Hispanic","2186-5",660,370009,190.3,175.7,205.8,7.6,178.4,165.0,192.5,6.9
,"Colon and Rectum","21041-21052","Oklahoma","40","2019","2019","Female","F","Hispanic","2135-2",18,15217,128.0,73.3,208.3,31.9,118.3,70.1,186.9,27.9
,"Colon and Rectum","21041-21052","Oklahoma","40","2019","2019","Female","F","Non-Hispanic","2186-5",608,444713,140.0,129.0,151.7,5.7,136.7,126.1,148.0,5.5
,"Colon and Rectum","21041-21052","Oklahoma","40","2019","2019","Male","M","Hispanic","2135-2",16,15243,135.9,73.0,230.1,37.2,105.0,60.0,170.5,26.2
,"Colon and Rectum","21041-21052","Oklahoma","40","2019","2019","Male","M","Non-Hispanic","2186-5",648,376991,179.7,165.8,194.5,7.2,171.9,158.9,185.6,6.8
,"Colon and Rectum","21041-21052","Oklahoma","40","2020","2020","Female","F","Hispanic","2135-2",20,16622,130.4,77.0,207.0,30.9,120.3,73.5,185.8,26.9
,"Colon and Rectum","21041-21052","Oklahoma","40","2020","2020","Female","F","Non-Hispanic","2186-5",499,452683,113.3,103.5,123.7,5.1,110.2,100.8,120.3,4.9
,"Colon and Rectum","21041-21052","Oklahoma","40","2020","2020","Male","M","Non-Hispanic","2186-5",590,384881,161.4,148.3,175.4,6.8,153.3,141.2,166.2,6.3
,"Colon and Rectum","21041-21052","Oklahoma","40","2021","2021","Female","F","Non-Hispanic","2186-5",618,459416,139.2,128.3,150.7,5.6,134.5,124.1,145.6,5.4
,"Colon and Rectum","21041-21052","Oklahoma","40","2021","2021","Male","M","Hispanic","2135-2",25,17782,153.1,94.0,236.8,33.9,140.6,91.0,207.5,28.1
,"Colon and Rectum","21041-21052","Oklahoma","40","2021","2021","Male","M","Non-Hispanic","2186-5",687,390013,185.0,171.0,199.8,7.3,176.1,163.2,189.8,6.7
,"Colon and Rectum","21041-21052","Oklahoma","40","2022","2022","Female","F","Hispanic","2135-2",17,19185,90.6,50.7,150.2,23.3,88.6,51.6,141.9,21.5
,"Colon and Rectum","21041-21052","Oklahoma","40","2022","2022","Female","F","Non-Hispanic","2186-5",569,466760,126.1,115.9,137.0,5.3,121.9,112.1,132.3,5.1
,"Colon and Rectum","21041-21052","Oklahoma","40","2022","2022","Male","M","Hispanic","2135-2",30,18986,191.0,123.3,282.7,38.4,158.0,106.6,225.6,28.8
,"Colon and Rectum","21041-21052","Oklahoma","40","2022","2022","Male","M","Non-Hispanic","2186-5",667,395674,178.1,164.5,192.6,7.1,168.6,156.0,181.9,6.5
,"Colon and Rectum","21041-21052","Oregon","41","1999","1999","Female","F","Non-Hispanic","2186-5",829,312627,252.3,235.3,270.2,8.8,265.2,247.4,283.9,9.2
,"Colon and Rectum","21041-21052","Oregon","41","1999","1999","Male","M","Non-Hispanic","2186-5",679,244199,287.0,265.7,309.5,11.1,278.1,257.5,299.8,10.7
,"Colon and Rectum","21041-21052","Oregon","41","2000","2000","Female","F","Non-Hispanic","2186-5",728,314652,219.0,203.3,235.7,8.2,231.4,214.9,248.8,8.6
,"Colon and Rectum","21041-21052","Oregon","41","2000","2000","Male","M","Non-Hispanic","2186-5",734,247271,304.4,282.6,327.3,11.3,296.8,275.8,319.1,11.0
,"Colon and Rectum","21041-21052","Oregon","41","2001","2001","Female","F","Non-Hispanic","2186-5",645,318385,191.7,177.0,207.2,7.6,202.6,187.3,218.8,8.0
,"Colon and Rectum","21041-21052","Oregon","41","2001","2001","Male","M","Non-Hispanic","2186-5",726,252118,295.5,274.3,317.9,11.0,288.0,267.4,309.7,10.7
,"Colon and Rectum","21041-21052","Oregon","41","2002","2002","Female","F","Non-Hispanic","2186-5",682,324334,199.7,184.8,215.5,7.7,210.3,194.8,226.7,8.1
,"Colon and Rectum","21041-21052","Oregon","41","2002","2002","Male","M","Non-Hispanic","2186-5",656,258361,260.6,240.9,281.5,10.2,253.9,234.8,274.1,9.9
,"Colon and Rectum","21041-21052","Oregon","41","2003","2003","Female","F","Non-Hispanic","2186-5",715,331614,205.2,190.3,221.0,7.8,215.6,200.1,232.0,8.1
,"Colon and Rectum","21041-21052","Oregon","41","2003","2003","Male","M","Non-Hispanic","2186-5",704,266428,274.5,254.5,295.7,10.4,264.2,245.1,284.5,10.0
,"Colon and Rectum","21041-21052","Oregon","41","2004","2004","Female","F","Non-Hispanic","2186-5",653,339198,186.5,172.3,201.6,7.4,192.5,178.0,207.9,7.5
,"Colon and Rectum","21041-21052","Oregon","41","2004","2004","Male","M","Non-Hispanic","2186-5",712,274626,271.2,251.5,292.0,10.2,259.3,240.6,279.0,9.7
,"Colon and Rectum","21041-21052","Oregon","41","2005","2005","Female","F","Non-Hispanic","2186-5",686,347012,192.8,178.4,208.0,7.5,197.7,183.2,213.1,7.5
,"Colon and Rectum","21041-21052","Oregon","41","2005","2005","Male","M","Non-Hispanic","2186-5",678,283242,252.6,233.8,272.5,9.8,239.4,221.7,258.1,9.2
,"Colon and Rectum","21041-21052","Oregon","41","2006","2006","Female","F","Non-Hispanic","2186-5",676,355863,184.5,170.6,199.2,7.2,190.0,175.9,204.8,7.3
,"Colon and Rectum","21041-21052","Oregon","41","2006","2006","Male","M","Non-Hispanic","2186-5",620,292788,223.5,206.1,242.0,9.1,211.8,195.4,229.1,8.5
,"Colon and Rectum","21041-21052","Oregon","41","2007","2007","Female","F","Non-Hispanic","2186-5",654,370366,174.0,160.6,188.1,6.9,176.6,163.3,190.6,6.9
,"Colon and Rectum","21041-21052","Oregon","41","2007","2007","Male","M","Non-Hispanic","2186-5",640,306883,222.6,205.5,240.8,8.9,208.5,192.7,225.4,8.2
,"Colon and Rectum","21041-21052","Oregon","41","2008","2008","Female","F","Non-Hispanic","2186-5",647,382794,169.3,156.2,183.1,6.8,169.0,156.2,182.6,6.6
,"Colon and Rectum","21041-21052","Oregon","41","2008","2008","Male","M","Hispanic","2135-2",19,8625,292.3,168.2,470.2,72.3,220.3,132.6,344.0,50.5
,"Colon and Rectum","21041-21052","Oregon","41","2008","2008","Male","M","Non-Hispanic","2186-5",641,319981,213.8,197.3,231.3,8.6,200.3,185.1,216.5,7.9
,"Colon and Rectum","21041-21052","Oregon","41","2009","2009","Female","F","Non-Hispanic","2186-5",633,395402,163.1,150.4,176.6,6.6,160.1,147.9,173.1,6.4
,"Colon and Rectum","21041-21052","Oregon","41","2009","2009","Male","M","Non-Hispanic","2186-5",626,332497,204.2,188.3,221.2,8.3,188.3,173.8,203.6,7.5
,"Colon and Rectum","21041-21052","Oregon","41","2010","2010","Female","F","Non-Hispanic","2186-5",627,408450,157.5,145.1,170.6,6.4,153.5,141.7,166.0,6.1
,"Colon and Rectum","21041-21052","Oregon","41","2010","2010","Male","M","Hispanic","2135-2",16,10193,184.2,98.1,315.2,51.1,157.0,89.7,254.9,39.2
,"Colon and Rectum","21041-21052","Oregon","41","2010","2010","Male","M","Non-Hispanic","2186-5",576,345925,185.6,170.4,201.7,7.9,166.5,153.2,180.7,6.9
,"Colon and Rectum","21041-21052","Oregon","41","2011","2011","Female","F","Non-Hispanic","2186-5",552,420356,135.0,123.7,147.1,5.9,131.3,120.6,142.7,5.6
,"Colon and Rectum","21041-21052","Oregon","41","2011","2011","Male","M","Hispanic","2135-2",20,11061,226.0,130.4,363.8,55.7,180.8,110.4,279.3,40.4
,"Colon and Rectum","21041-21052","Oregon","41","2011","2011","Male","M","Non-Hispanic","2186-5",609,358759,187.0,172.0,202.8,7.8,169.8,156.5,183.8,6.9
,"Colon and Rectum","21041-21052","Oregon","41","2012","2012","Female","F","Non-Hispanic","2186-5",559,432584,137.0,125.6,149.2,5.9,129.2,118.7,140.4,5.5
,"Colon and Rectum","21041-21052","Oregon","41","2012","2012","Male","M","Hispanic","2135-2",19,11881,202.5,114.2,331.0,51.7,159.9,96.3,249.7,36.7
,"Colon and Rectum","21041-21052","Oregon","41","2012","2012","Male","M","Non-Hispanic","2186-5",617,371743,182.9,168.3,198.3,7.6,166.0,153.1,179.6,6.7
,"Colon and Rectum","21041-21052","Oregon","41","2013","2013","Female","F","Non-Hispanic","2186-5",590,445664,138.5,127.3,150.4,5.8,132.4,121.9,143.5,5.5
,"Colon and Rectum","21041-21052","Oregon","41","2013","2013","Male","M","Hispanic","2135-2",22,12838,187.9,110.3,300.3,45.0,171.4,107.4,259.4,36.5
,"Colon and Rectum","21041-21052","Oregon","41","2013","2013","Male","M","Non-Hispanic","2186-5",623,384546,180.0,165.7,195.1,7.4,162.0,149.5,175.2,6.5
,"Colon and Rectum","21041-21052","Oregon","41","2014","2014","Female","F","Non-Hispanic","2186-5",583,459466,132.2,121.4,143.6,5.6,126.9,116.8,137.6,5.3
,"Colon and Rectum","21041-21052","Oregon","41","2014","2014","Male","M","Hispanic","2135-2",22,13922,175.8,103.6,280.1,41.9,158.0,99.0,239.2,33.7
,"Colon and Rectum","21041-21052","Oregon","41","2014","2014","Male","M","Non-Hispanic","2186-5",597,397981,164.9,151.5,179.2,7.0,150.0,138.2,162.5,6.1
,"Colon and Rectum","21041-21052","Oregon","41","2015","2015","Female","F","Hispanic","2135-2",20,16057,116.8,68.6,188.1,28.0,124.6,76.1,192.4,27.9
,"Colon and Rectum","21041-21052","Oregon","41","2015","2015","Female","F","Non-Hispanic","2186-5",571,472913,131.2,120.4,142.7,5.6,120.7,111.0,131.1,5.1
,"Colon and Rectum","21041-21052","Oregon","41","2015","2015","Male","M","Hispanic","2135-2",25,15108,164.3,100.1,256.8,36.9,165.5,107.1,244.3,33.1
,"Colon and Rectum","21041-21052","Oregon","41","2015","2015","Male","M","Non-Hispanic","2186-5",612,411195,161.8,148.7,175.6,6.8,148.8,137.3,161.1,6.0
,"Colon and Rectum","21041-21052","Oregon","41","2016","2016","Female","F","Hispanic","2135-2",21,17360,113.0,67.8,179.2,26.1,121.0,74.9,184.9,26.4
,"Colon and Rectum","21041-21052","Oregon","41","2016","2016","Female","F","Non-Hispanic","2186-5",565,486253,124.1,113.9,135.0,5.3,116.2,106.8,126.2,4.9
,"Colon and Rectum","21041-21052","Oregon","41","2016","2016","Male","M","Hispanic","2135-2",17,16364,137.4,74.3,231.1,37.3,103.9,60.5,166.3,25.2
,"Colon and Rectum","21041-21052","Oregon","41","2016","2016","Male","M","Non-Hispanic","2186-5",560,423940,147.7,135.3,160.9,6.5,132.1,121.4,143.5,5.6
,"Colon and Rectum","21041-21052","Oregon","41","2017","2017","Female","F","Hispanic","2135-2",20,18878,124.1,72.5,197.8,30.0,105.9,64.7,163.6,23.7
,"Colon and Rectum","21041-21052","Oregon","41","2017","2017","Female","F","Non-Hispanic","2186-5",567,498549,121.7,111.7,132.4,5.2,113.7,104.6,123.5,4.8
,"Colon and Rectum","21041-21052","Oregon","41","2017","2017","Male","M","Hispanic","2135-2",31,17932,184.7,118.8,275.2,37.4,172.9,117.5,245.4,31.0
,"Colon and Rectum","21041-21052","Oregon","41","2017","2017","Male","M","Non-Hispanic","2186-5",646,435951,160.8,148.2,174.2,6.6,148.2,137.0,160.1,5.8
,"Colon and Rectum","21041-21052","Oregon","41","2018","2018","Female","F","Hispanic","2135-2",19,20274,113.2,65.9,180.9,27.4,93.7,56.4,146.3,21.5
,"Colon and Rectum","21041-21052","Oregon","41","2018","2018","Female","F","Non-Hispanic","2186-5",577,509970,120.8,111.0,131.3,5.1,113.1,104.1,122.8,4.7
,"Colon and Rectum","21041-21052","Oregon","41","2018","2018","Male","M","Hispanic","2135-2",20,19340,107.4,60.4,177.9,27.5,103.4,63.2,159.7,23.1
,"Colon and Rectum","21041-21052","Oregon","41","2018","2018","Male","M","Non-Hispanic","2186-5",581,446107,140.7,129.2,153.1,6.0,130.2,119.9,141.3,5.4
,"Colon and Rectum","21041-21052","Oregon","41","2019","2019","Female","F","Hispanic","2135-2",16,21788,73.3,40.3,123.9,19.4,73.4,42.0,119.3,18.4
,"Colon and Rectum","21041-21052","Oregon","41","2019","2019","Female","F","Non-Hispanic","2186-5",552,520719,114.0,104.5,124.0,4.9,106.0,97.3,115.2,4.5
,"Colon and Rectum","21041-21052","Oregon","41","2019","2019","Male","M","Hispanic","2135-2",23,20979,117.7,70.2,186.2,27.4,109.6,69.5,164.5,22.9
,"Colon and Rectum","21041-21052","Oregon","41","2019","2019","Male","M","Non-Hispanic","2186-5",643,455647,154.4,142.4,167.2,6.3,141.1,130.4,152.5,5.6
,"Colon and Rectum","21041-21052","Oregon","41","2020","2020","Female","F","Hispanic","2135-2",16,23570,85.5,46.7,142.6,22.9,67.9,38.8,110.2,17.0
,"Colon and Rectum","21041-21052","Oregon","41","2020","2020","Female","F","Non-Hispanic","2186-5",532,531510,105.7,96.8,115.2,4.6,100.1,91.8,109.0,4.3
,"Colon and Rectum","21041-21052","Oregon","41","2020","2020","Male","M","Hispanic","2135-2",19,22848,98.9,56.5,161.2,24.7,83.2,50.1,129.9,19.1
,"Colon and Rectum","21041-21052","Oregon","41","2020","2020","Male","M","Non-Hispanic","2186-5",530,465126,125.7,114.9,137.2,5.6,113.9,104.5,124.1,4.9
,"Colon and Rectum","21041-21052","Oregon","41","2021","2021","Female","F","Hispanic","2135-2",19,25127,76.3,44.4,123.3,18.6,75.6,45.5,118.1,17.3
,"Colon and Rectum","21041-21052","Oregon","41","2021","2021","Female","F","Non-Hispanic","2186-5",583,541549,115.2,106.0,125.1,4.8,107.7,99.1,116.8,4.5
,"Colon and Rectum","21041-21052","Oregon","41","2021","2021","Male","M","Hispanic","2135-2",22,24515,109.3,64.2,173.6,26.1,89.7,56.2,135.9,19.1
,"Colon and Rectum","21041-21052","Oregon","41","2021","2021","Male","M","Non-Hispanic","2186-5",517,473126,119.1,108.7,130.1,5.4,109.3,100.1,119.1,4.8
,"Colon and Rectum","21041-21052","Oregon","41","2022","2022","Female","F","Hispanic","2135-2",28,26714,129.1,83.1,190.6,26.1,104.8,69.6,151.5,19.8
,"Colon and Rectum","21041-21052","Oregon","41","2022","2022","Female","F","Non-Hispanic","2186-5",555,547234,106.3,97.6,115.6,4.5,101.4,93.2,110.2,4.3
,"Colon and Rectum","21041-21052","Oregon","41","2022","2022","Male","M","Hispanic","2135-2",29,26279,120.5,76.6,181.0,25.0,110.4,73.9,158.5,20.5
